1.138273574709492620e-06 -7.853967294391644982e-01 1.221024408639045344e-06 1.947440654761016821e-06 -3.973794528374905382e-07 -4.338090388821482424e-08 -3.404077690449706690e-08
-9.725523283815465728e-05 -7.852364826892572758e-01 1.323432609494304565e-04 6.248523409395512630e-05 4.577047484921644961e-05 1.163893736341512468e-04 -4.962756615357565140e-05
-2.212056758925021573e-04 -7.850024801405866004e-01 3.646553166036068543e-04 4.316544111339314489e-05 1.523695193223770304e-04 3.823620460856656344e-04 -2.222805265011154033e-04
-3.407607611512623630e-04 -7.846616541220226004e-01 7.076409572766657538e-04 -1.237093535417070091e-04 3.224018213069861170e-04 7.676456953553654778e-04 -5.451449100885162775e-04
-4.830885376853115919e-04 -7.841688081247412123e-01 1.157656169946985700e-03 -5.226071185240162504e-04 5.647934823913513223e-04 1.280366589856857164e-03 -1.030608749451654297e-03
-6.358918013446549942e-04 -7.834417855630467775e-01 1.726020335978621211e-03 -1.329829388415431799e-03 8.925467818490585067e-04 2.002628376899003981e-03 -1.704147005985100476e-03
-7.938731222062704465e-04 -7.822926361083399893e-01 2.469779085607627829e-03 -2.928608171823364210e-03 1.326606275202397685e-03 3.120521933271966451e-03 -2.644515332695713920e-03
-9.515967810520331365e-04 -7.802865552803174287e-01 3.574404352923512673e-03 -6.181410136682995680e-03 1.913119994241907354e-03 5.036019442380279196e-03 -4.079433272598233413e-03
-1.089695130778636084e-03 -7.764359711749978521e-01 5.512401064066918543e-03 -1.303903287843404500e-02 2.763333965036938143e-03 8.667729229045805645e-03 -6.586773700160671388e-03
-1.128495967565061901e-03 -7.684880964683098448e-01 9.377872585172117997e-03 -2.793683289386473048e-02 4.154376532231161476e-03 1.611888447299431731e-02 -1.155047773943459512e-02
-8.369574035700592506e-04 -7.557057066457253391e-01 1.683717820255535569e-02 -5.235810645111446671e-02 6.718536418560701502e-03 2.831130285122269649e-02 -2.143075163138589631e-02
5.577907375679268162e-05 -7.409870385162810047e-01 2.904986263611596814e-02 -8.045906161905191922e-02 1.127792590017716312e-02 4.281064596568378428e-02 -3.852923628309792153e-02
1.910529539796800361e-03 -7.245956777835962370e-01 4.676570509125967112e-02 -1.113197779950048788e-01 1.795469017332683784e-02 5.793119381760573894e-02 -6.388734259566383744e-02
4.938836035387576817e-03 -7.069901055574961957e-01 6.839525302066433443e-02 -1.442503152769696040e-01 2.597895414579910051e-02 7.383522980159876181e-02 -9.548224314843389848e-02
8.366382791960787213e-03 -6.924825833484377080e-01 9.055633856579768659e-02 -1.715992741810856981e-01 3.358648471413103881e-02 8.769392270913124732e-02 -1.276034041900719340e-01
1.111469134866410920e-02 -6.842600400566880570e-01 1.104202039371292021e-01 -1.870355584807486815e-01 3.918623144038924783e-02 9.586756934604086233e-02 -1.548261819281420426e-01
1.291800514116881599e-02 -6.809400089011440338e-01 1.269409554250482131e-01 -1.929597251688891790e-01 4.224433540544165339e-02 9.878650359257476476e-02 -1.753091718564512014e-01
1.432622248767246795e-02 -6.784591521122586011e-01 1.402527371502263476e-01 -1.974912854655499206e-01 4.332787325807441886e-02 1.009176844227722136e-01 -1.903159181383772269e-01
1.595550777090425781e-02 -6.736118779871408391e-01 1.508597977215850594e-01 -2.071856855061920410e-01 4.327580393529048552e-02 1.062736114885233923e-01 -2.017475292078200200e-01
1.781627081068246771e-02 -6.664497965600684193e-01 1.589390978443841751e-01 -2.219104126236212948e-01 4.243454529318205215e-02 1.148828257602816094e-01 -2.101334918978813027e-01
1.939235498614925307e-02 -6.594269569337672943e-01 1.643447400951732473e-01 -2.364707822585117580e-01 4.076001904616291527e-02 1.235481078197524646e-01 -2.148459209189529928e-01
2.032764634158137906e-02 -6.543052009736403107e-01 1.672590847710690443e-01 -2.470077182916939063e-01 3.845930011961769257e-02 1.297397172138314569e-01 -2.158910574234103319e-01
2.078498165933468506e-02 -6.505975413401345886e-01 1.684280415970269285e-01 -2.543615680077826458e-01 3.617424754761105338e-02 1.338582014848936630e-01 -2.147906448972439764e-01
2.117156384433922442e-02 -6.467013121014161259e-01 1.688377964929362318e-01 -2.617852330912263104e-01 3.470713514677532113e-02 1.379221400839800438e-01 -2.137098750220443877e-01
2.171610157830938803e-02 -6.417635838526462022e-01 1.691700850762627995e-01 -2.710348513311711671e-01 3.445512658152001528e-02 1.430382861783942861e-01 -2.139487212583045528e-01
2.233766695877800745e-02 -6.363930759947341587e-01 1.696367871369953706e-01 -2.809129600196018650e-01 3.526350796718744074e-02 1.485237220324125418e-01 -2.154697486979322840e-01
2.288628153975008975e-02 -6.315982745781446583e-01 1.702442357459615085e-01 -2.893909562219338927e-01 3.661217387332928175e-02 1.530637656046750783e-01 -2.175808279696986869e-01
2.334055668988102572e-02 -6.276769336418175360e-01 1.710841432973569387e-01 -2.960056306359046263e-01 3.805007238773610440e-02 1.564333987517844970e-01 -2.198937108468460022e-01
2.383606390235413000e-02 -6.241506281501666420e-01 1.723786654337368940e-01 -3.019153051175213487e-01 3.929855688030425148e-02 1.594405136502462794e-01 -2.224820970241177531e-01
2.449085181459667235e-02 -6.205301817030264289e-01 1.742540399651834326e-01 -3.082593699991425518e-01 4.017176318215842645e-02 1.628637162563550123e-01 -2.254104246460892913e-01
2.529315885215062051e-02 -6.168243545448727216e-01 1.766057879232212080e-01 -3.150640793549223106e-01 4.053001384189689610e-02 1.667420000292787474e-01 -2.284303516159847391e-01
