0.769292371,-0.357921362,0.381895881
0.778228513,-0.36653886,0.385826012
0.783078065,-0.37298124,0.386397836
0.810063113,-0.3995304,0.392484437
0.829511072,-0.428741757,0.390376812
0.841863484,-0.460270246,0.379503202
0.848186529,-0.490552346,0.366288505
0.849235581,-0.518167311,0.35226214
0.850348154,-0.538856861,0.341432814
0.850526392,-0.559080894,0.328773525
0.851114647,-0.572557707,0.32052267
0.850511616,-0.578652915,0.316513674
0.848897278,-0.579406377,0.314952698
0.848739187,-0.579588005,0.314581601
0.848695378,-0.579860632,0.313660307
0.84824357,-0.579480379,0.313815415
0.847884739,-0.578943042,0.313359617
0.847246331,-0.577541197,0.312673405
0.84642738,-0.575227499,0.311226005
0.84369658,-0.570424204,0.307732481
0.837343487,-0.559909394,0.302680751
0.830497217,-0.549024876,0.291058256
0.820933153,-0.539619253,0.282048391
0.811368397,-0.533296434,0.269360918
0.792460905,-0.527606128,0.248185418
0.748824152,-0.527564143,0.194422467
0.747587744,-0.515114403,0.198833286
0.7432606,-0.497559164,0.210243307
0.740079979,-0.459970182,0.249904297
0.745289179,-0.441817557,0.275598145
0.749051202,-0.424063046,0.304160683
0.751891317,-0.409976857,0.329233502
0.751810255,-0.399384626,0.349071786
0.751297336,-0.392905248,0.362061682
0.750533961,-0.389040961,0.371001284
0.750363784,-0.385828742,0.377284261
0.749359125,-0.383202746,0.379754101
0.747624225,-0.382246258,0.378263657
0.746931546,-0.381716438,0.375443985
0.74732391,-0.381239287,0.373899019
0.749140505,-0.381227645,0.373077156
0.750257819,-0.381680286,0.373076483
0.750134318,-0.38249936,0.373184064
0.750377695,-0.383277697,0.373424515
0.75066997,-0.383796257,0.373670425
0.751650301,-0.383479369,0.374517847
