1.19203506E-08,-0.785398158,-5.2546953E-09,-8.31270489E-09,-1.43822498E-09,-3.45768865E-09,-2.17995496E-09
2.52730765E-08,-0.785398158,-1.26337636E-08,1.08756915E-09,-3.26516678E-09,1.29565801E-08,-5.06010552E-09
3.60554137E-08,-0.785398173,-1.83516893E-08,-4.05623234E-09,-3.64112764E-09,1.45736001E-08,-6.45510348E-09
4.78051083E-08,-0.78539818,-2.71351758E-08,6.24199129E-09,-4.41533295E-09,3.49624819E-08,-8.729051E-09
5.6350383E-08,-0.785398198,-3.24313777E-08,2.40093054E-09,-3.46294186E-09,3.89985879E-08,-8.95079317E-09
6.46407182E-08,-0.785398212,-4.2597221E-08,1.41619902E-08,-3.13866296E-09,6.39237523E-08,-1.05630374E-08
7.14423941E-08,-0.785398233,-4.70099133E-08,1.06585765E-08,-4.74986496E-10,6.93065773E-08,-9.20928487E-09
7.50728791E-08,-0.78539825,-5.79571528E-08,2.22174084E-08,-3.07076421E-11,9.50939487E-08,-1.08305337E-08
8.10686177E-08,-0.785398272,-6.07744444E-08,1.95565188E-08,4.80238528E-09,1.01994967E-07,-7.38913652E-09
8.12088491E-08,-0.785398289,-7.13339773E-08,2.83315245E-08,4.23449589E-09,1.23199528E-07,-9.74103884E-09
8.66686399E-08,-0.785398309,-7.26207888E-08,2.78984439E-08,1.04772656E-08,1.32134138E-07,-4.84438725E-09
8.49645898E-08,-0.785398326,-8.2944692E-08,3.42674411E-08,9.25506605E-09,1.49781024E-07,-7.6664914E-09
9.00816514E-08,-0.785398344,-8.32158629E-08,3.55768266E-08,1.63368308E-08,1.60198075E-07,-1.87514288E-09
8.76314455E-08,-0.785398361,-9.268726E-08,4.02729658E-08,1.49418077E-08,1.7486594E-07,-4.66994764E-09
9.23716655E-08,-0.785398378,-9.26345942E-08,4.2706582E-08,2.23814059E-08,1.86406859E-07,1.4963348E-09
8.95578501E-08,-0.785398393,-1.0136555E-07,4.6515726E-08,2.08684001E-08,1.99094852E-07,-1.24840849E-09
9.40997013E-08,-0.78539841,-1.01300215E-07,4.96811262E-08,2.86933807E-08,2.11785279E-07,5.26279037E-09
9.09999513E-08,-0.785398424,-1.09640454E-07,5.30237491E-08,2.69895194E-08,2.23260657E-07,2.44365375E-09
9.55868287E-08,-0.785398443,-1.09795266E-07,5.69210337E-08,3.55157895E-08,2.37766414E-07,9.52636713E-09
9.15197131E-08,-0.785398458,-1.19151957E-07,6.02591804E-08,3.29004018E-08,2.49329879E-07,5.79704032E-09
9.55850381E-08,-0.785398475,-1.19177892E-07,6.38586942E-08,4.06088268E-08,2.62344532E-07,1.2240285E-08
9.21131349E-08,-0.785398489,-1.27559973E-07,6.70464256E-08,3.87690032E-08,2.73484428E-07,9.33670615E-09
9.63831158E-08,-0.785398507,-1.27777936E-07,7.11453163E-08,4.71686876E-08,2.88027081E-07,1.63524904E-08
9.21156779E-08,-0.785398522,-1.37134297E-07,7.44058969E-08,4.44912267E-08,2.99369396E-07,1.26092349E-08
9.59728169E-08,-0.785398538,-1.37197561E-07,7.80753988E-08,5.20674534E-08,3.12262519E-07,1.89788806E-08
9.24242909E-08,-0.785398552,-1.45516253E-07,8.12375926E-08,5.02260198E-08,3.23232596E-07,1.61210586E-08
9.65665659E-08,-0.785398571,-1.45770005E-07,8.53880879E-08,5.85404155E-08,3.37679669E-07,2.3106996E-08
9.22457395E-08,-0.785398585,-1.55094137E-07,8.8635423E-08,5.58410287E-08,3.48876709E-07,1.93871467E-08
9.60053339E-08,-0.785398602,-1.55178805E-07,9.23133309E-08,6.33113461E-08,3.61598635E-07,2.57065374E-08
9.24644954E-08,-0.785398615,-1.63419593E-07,9.54717053E-08,6.1489334E-08,3.72427566E-07,2.29129975E-08
9.65463394E-08,-0.785398634,-1.6370065E-07,9.96426626E-08,6.97339572E-08,3.86761622E-07,2.98852816E-08
9.22190101E-08,-0.785398648,-1.72988209E-07,1.02894754E-07,6.70204763E-08,3.97837424E-07,2.61975688E-08
9.59184269E-08,-0.785398664,-1.73089478E-07,1.06564464E-07,7.43914788E-08,4.10377212E-07,3.24725755E-08
9.24151803E-08,-0.785398678,-1.81246792E-07,1.09721857E-07,7.25958578E-08,4.21073897E-07,2.97510395E-08
9.64619266E-08,-0.785398696,-1.81554896E-07,1.13913358E-07,8.07800375E-08,4.35299973E-07,3.67162432E-08
9.21396816E-08,-0.78539871,-1.90809927E-07,1.17171409E-07,7.80522825E-08,4.46258657E-07,3.30574572E-08
9.57898125E-08,-0.785398726,-1.90925139E-07,1.20831121E-07,8.53252108E-08,4.58612796E-07,3.928841E-08
9.23250751E-08,-0.78539874,-1.99012026E-07,1.23990881E-07,8.35508665E-08,4.69188484E-07,3.66311419E-08
9.63308254E-08,-0.785398758,-1.99336633E-07,1.28181825E-07,9.16441568E-08,4.83237016E-07,4.35642466E-08
9.20492086E-08,-0.785398772,-2.08517933E-07,1.31437999E-07,8.89333363E-08,4.94061214E-07,3.99683405E-08
9.56652457E-08,-0.785398788,-2.08648892E-07,1.35099759E-07,9.61287879E-08,5.06268399E-07,4.617155E-08
9.22346242E-08,-0.785398801,-2.16669922E-07,1.38256853E-07,9.43636157E-08,5.16709982E-07,4.35667819E-08
9.62077983E-08,-0.785398819,-2.1701438E-07,1.42456256E-07,1.02381561E-07,5.3061788E-07,5.04794255E-08
9.19528285E-08,-0.785398833,-2.26143567E-07,1.4571333E-07,9.96727436E-08,5.41316538E-07,4.69289733E-08
9.5530648E-08,-0.785398849,-2.26289059E-07,1.49368555E-07,1.06780219E-07,5.53358854E-07,5.3097227E-08
9.21349304E-08,-0.785398862,-2.34247413E-07,1.52526279E-07,1.05026744E-07,5.63679488E-07,5.05472724E-08
9.6070609E-08,-0.78539888,-2.34606775E-07,1.56723967E-07,1.12952766E-07,5.77409144E-07,5.74270559E-08
9.1858809E-08,-0.785398894,-2.43660731E-07,1.5997995E-07,1.10263194E-07,5.87974669E-07,5.39399019E-08
9.54047635E-08,-0.785398909,-2.43822966E-07,1.63638128E-07,1.17296229E-07,5.99875655E-07,6.00838674E-08
9.2044227E-08,-0.785398922,-2.51716904E-07,1.66794037E-07,1.15551474E-07,6.10063002E-07,5.75854944E-08
9.59495353E-08,-0.78539894,-2.52098645E-07,1.71000654E-07,1.23407391E-07,6.23658461E-07,6.44488473E-08
9.17625538E-08,-0.785398954,-2.6110465E-07,1.74258753E-07,1.20717011E-07,6.34103437E-07,6.10039441E-08
9.52711894E-08,-0.785398969,-2.61280908E-07,1.7791152E-07,1.27665086E-07,6.45843785E-07,6.71128759E-08
9.19451868E-08,-0.785398982,-2.69114772E-07,1.81068823E-07,1.2593267E-07,6.55913544E-07,6.46680793E-08
9.58124464E-08,-0.785399,-2.69510868E-07,1.85271139E-07,1.33698929E-07,6.69333379E-07,7.14991062E-08
9.16685138E-08,-0.785399013,-2.78442456E-07,1.88528675E-07,1.31027205E-07,6.79650189E-07,6.81164893E-08
9.51469487E-08,-0.785399028,-2.7863487E-07,1.9218177E-07,1.37902401E-07,6.91251813E-07,7.42020977E-08
9.18541869E-08,-0.785399041,-2.86405028E-07,1.95336146E-07,1.36177369E-07,7.0119171E-07,7.18076244E-08
9.56931071E-08,-0.785399059,-2.86822258E-07,1.99550608E-07,1.43874827E-07,7.14484206E-07,7.86234884E-08
9.15714898E-08,-0.785399072,-2.95708543E-07,2.02810275E-07,1.41200679E-07,7.24682553E-07,7.52813997E-08
9.5013686E-08,-0.785399087,-2.95914916E-07,2.06458208E-07,1.47991633E-07,7.36125301E-07,8.13311465E-08
9.17549175E-08,-0.7853991,-3.03626554E-07,2.09613642E-07,1.46278434E-07,7.45950582E-07,7.89897738E-08
9.55562021E-08,-0.785399117,-3.04056637E-07,2.13822924E-07,1.53884719E-07,7.59065956E-07,8.57719553E-08
9.14800652E-08,-0.78539913,-3.12866483E-07,2.17080859E-07,1.51233086E-07,7.69136469E-07,8.24945214E-08
9.48927767E-08,-0.785399145,-3.13088844E-07,2.207303E-07,1.57955209E-07,7.80447677E-07,8.85229317E-08
9.16670298E-08,-0.785399158,-3.20737498E-07,2.23883196E-07,1.5624906E-07,7.9014463E-07,8.6229926E-08
9.54429935E-08,-0.785399175,-3.21190183E-07,2.28106024E-07,1.63792795E-07,8.03144017E-07,9.30004864E-08
9.13847776E-08,-0.785399188,-3.29962255E-07,2.31366513E-07,1.61133454E-07,8.13101483E-07,8.97567595E-08
9.47606974E-08,-0.785399203,-3.30197336E-07,2.35008522E-07,1.67770347E-07,8.24250432E-07,9.57469358E-08
9.15687996E-08,-0.785399216,-3.37789051E-07,2.3816401E-07,1.66076479E-07,8.33836727E-07,9.35061028E-08
9.53051679E-08,-0.785399233,-3.38250832E-07,2.42381053E-07,1.73524404E-07,8.46648794E-07,1.00236665E-07
9.12960972E-08,-0.785399246,-3.46940182E-07,2.45635933E-07,1.70892087E-07,8.56473211E-07,9.70617861E-08
