0.506730285,-0.184786103,0.516666937
0.509477681,-0.187882456,0.518085304
0.510686325,-0.189622471,0.519871859
0.510963651,-0.190307534,0.520980896
0.5111606,-0.190944124,0.521015574
0.512099821,-0.191692105,0.518794781
0.513114739,-0.192611927,0.514930403
0.511024497,-0.193566641,0.507878673
0.500855445,-0.195164458,0.494793667
0.485446794,-0.196136521,0.475249245
0.470511243,-0.196517485,0.448489036
0.458319261,-0.200926832,0.416771711
0.454659681,-0.216001057,0.381596384
0.466322475,-0.237864219,0.349149834
0.487779901,-0.258813887,0.322926514
0.508513595,-0.273866127,0.301827708
0.52520578,-0.285710708,0.283415246
0.539628761,-0.296684015,0.267192417
0.552700369,-0.308090814,0.253629107
0.564709705,-0.317375349,0.242430966
0.575147375,-0.322986901,0.233103968
0.581967547,-0.325559261,0.224548631
0.585200441,-0.325883396,0.216416465
0.585579984,-0.327152738,0.21040253
0.586713571,-0.330267481,0.207169917
0.589009272,-0.33293305,0.204790895
0.591034885,-0.330776445,0.201415636
0.591367238,-0.330120897,0.200701445
0.591666441,-0.330385149,0.200413957
0.592068782,-0.330391116,0.199990069
0.592213688,-0.330388058,0.199827954
0.59224893,-0.330561962,0.199780739
0.592223868,-0.330602863,0.199675025
0.592210993,-0.329769932,0.199126505
0.594153585,-0.32002399,0.195532406
0.602242388,-0.301534256,0.192346839
0.612314698,-0.28420286,0.191414268
0.623925206,-0.269606608,0.193749585
0.637592722,-0.259817742,0.200943024
0.652410885,-0.257619413,0.213779207
0.66527509,-0.26519732,0.230295276
0.672702479,-0.286571221,0.250019959
0.671429263,-0.322450073,0.269619728
0.66003292,-0.356815154,0.278787164
0.643951991,-0.378847623,0.275982695
0.628838161,-0.38578896,0.265602793
0.613027248,-0.382643651,0.248782342
0.603233801,-0.370792195,0.232172388
0.598937157,-0.349280726,0.215765044
0.601401934,-0.322203806,0.20228259
0.608847556,-0.295217558,0.193759203
0.621922291,-0.269679908,0.191022877
0.641699674,-0.248348161,0.197193353
0.660773204,-0.2361981,0.208249859
0.678550077,-0.232636053,0.223119661
0.692445083,-0.238689208,0.24008606
0.699936643,-0.256685719,0.25781495
0.699796577,-0.28180629,0.272398756
0.692470014,-0.309721788,0.28162985
0.6778306,-0.33763328,0.283868707
0.65937209,-0.356545528,0.27733322
0.640258588,-0.366367753,0.264681513
0.623137321,-0.364434146,0.247504662
0.610932509,-0.3529528,0.228966899
0.604698593,-0.333553034,0.211580021
0.60574853,-0.302003503,0.194159013
0.613791335,-0.274434889,0.185643805
0.628114848,-0.247735046,0.183648241
0.648023849,-0.228356777,0.191151588
0.669753218,-0.217596305,0.205643511
0.689875813,-0.218414118,0.225396623
0.702626676,-0.231925917,0.245554604
0.704556375,-0.252501494,0.259696319
0.698666742,-0.274400245,0.266909612
0.688002422,-0.291728715,0.266807566
0.676357509,-0.302902693,0.262246565
0.664249206,-0.310439346,0.254982599
0.652035913,-0.315330738,0.246021012
0.638004584,-0.31976507,0.235211844
0.624155652,-0.324309328,0.224505869
0.611653971,-0.327296334,0.214162299
0.603905523,-0.328647974,0.207284252
0.60045554,-0.328725436,0.203896756
0.598482465,-0.328685021,0.201909313
0.596961491,-0.328756781,0.200487235
0.59562531,-0.328752822,0.199246938
0.594713556,-0.328868597,0.198305429
0.594706307,-0.328825889,0.198347448
0.594663437,-0.328859177,0.198453279
0.594605363,-0.328823655,0.198619448
0.5943852,-0.328650475,0.199036801
0.591538392,-0.327911825,0.200406951
0.585457712,-0.327192831,0.208287154
0.579972922,-0.323963304,0.220668649
0.570929455,-0.313880275,0.233952082
0.551514539,-0.297269743,0.249723573
0.521809967,-0.277408502,0.273547757
0.488762671,-0.254460393,0.311479462
0.464226021,-0.229692219,0.360307671
0.447508476,-0.208131871,0.414730311
0.438015799,-0.189901705,0.467716325
0.435725212,-0.174292045,0.514539547
0.436150025,-0.161024458,0.551640705
0.43979122,-0.153564545,0.573386896
0.445145156,-0.151259421,0.582972887
0.451484859,-0.153709576,0.583689743
0.457494188,-0.156115704,0.581059573
0.461908036,-0.157225658,0.577992631
0.464361616,-0.157526207,0.575259382
0.46543065,-0.158006537,0.572493146
